Movie,Year,Show,Date,Category,Winner?,Nominee(s),Birthdate,Age,Image
Bright Victory,1951,24th Academy Awards,3/20/52,Best Actor,,Arthur Kennedy,2/17/14,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjNhMzU2OGMtNGQ5NC00MTA2LThmYmQtZGZjYTc3YjUwMzU1XkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_UY317_CR26,0,214,317_AL_.jpg"
A Place in the Sun,1951,24th Academy Awards,3/20/52,Best Actor,,Montgomery Clift,10/17/20,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5OTI1NTEyNl5BMl5BanBnXkFtZTYwODQyNDQ2._V1_UY317_CR24,0,214,317_AL_.jpg"
A Streetcar Named Desire,1951,24th Academy Awards,3/20/52,Best Actor,,Marlon Brando,4/3/24,27,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MDYyMDE5OF5BMl5BanBnXkFtZTcwNjgyNTEzNA@@._V1_UY317_CR97,0,214,317_AL_.jpg"
A Streetcar Named Desire,1951,24th Academy Awards,3/20/52,Best Actress,X,Vivien Leigh,11/5/13,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NTkwMTQ5NF5BMl5BanBnXkFtZTYwNDExNjI2._V1_UY317_CR1,0,214,317_AL_.jpg"
The African Queen,1951,24th Academy Awards,3/20/52,Best Actress,,Katharine Hepburn,5/12/07,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTk4Mjc0OF5BMl5BanBnXkFtZTYwNzI0NDM2._V1_UY317_CR7,0,214,317_AL_.jpg"
The Blue Veil,1951,24th Academy Awards,3/20/52,Best Actress,,Jane Wyman,1/5/17,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDg3NDI3MV5BMl5BanBnXkFtZTYwNTc0NDU2._V1_UY317_CR17,0,214,317_AL_.jpg"
A Place in the Sun,1951,24th Academy Awards,3/20/52,Best Actress,,Shelley Winters,8/18/20,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNjMzNjQ3MF5BMl5BanBnXkFtZTYwMzcxMDI2._V1_UY317_CR15,0,214,317_AL_.jpg"
Detective Story,1951,24th Academy Awards,3/20/52,Best Actress,,Eleanor Parker,6/26/22,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MTE1MDYxMF5BMl5BanBnXkFtZTcwODU2NTUwOA@@._V1_UY317_CR18,0,214,317_AL_.jpg"
A Streetcar Named Desire,1951,24th Academy Awards,3/20/52,Best Supporting Actor,X,Karl Malden,3/22/12,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MjY3Njk5Ml5BMl5BanBnXkFtZTYwNTYwMzI2._V1_UX214_CR0,0,214,317_AL_.jpg"
Quo Vadis,1951,24th Academy Awards,3/20/52,Best Supporting Actor,,Leo Genn,8/9/05,46,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODczNDcxNV5BMl5BanBnXkFtZTcwNTQwNDkwOA@@._V1_UY317_CR18,0,214,317_AL_.jpg"
Come Fill the Cup,1951,24th Academy Awards,3/20/52,Best Supporting Actor,,Gig Young,11/4/13,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNjgwNzA5MV5BMl5BanBnXkFtZTcwMTA4MjgxOA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Death of a Salesman,1951,24th Academy Awards,3/20/52,Best Supporting Actor,,Kevin McCarthy,2/15/14,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMTA2Mzc0NF5BMl5BanBnXkFtZTYwOTk1OTA2._V1_UX214_CR0,0,214,317_AL_.jpg"
Quo Vadis,1951,24th Academy Awards,3/20/52,Best Supporting Actor,,Peter Ustinov,4/16/21,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyOTkwOTYzNF5BMl5BanBnXkFtZTYwNDk2NTI2._V1_UY317_CR18,0,214,317_AL_.jpg"
A Streetcar Named Desire,1951,24th Academy Awards,3/20/52,Best Supporting Actress,X,Kim Hunter,11/12/22,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjU3NzI3NjM0Ml5BMl5BanBnXkFtZTcwNjIxMjcxOA@@._V1_UY317_CR57,0,214,317_AL_.jpg"
Death of a Salesman,1951,24th Academy Awards,3/20/52,Best Supporting Actress,,Mildred Dunnock,1/25/01,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BODE4MzE5MDc1NV5BMl5BanBnXkFtZTYwMTc1MjI2._V1_UY317_CR18,0,214,317_AL_.jpg"
The Mating Season,1951,24th Academy Awards,3/20/52,Best Supporting Actress,,Thelma Ritter,2/14/02,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTEyNTUxNV5BMl5BanBnXkFtZTcwNzAwNjYwNA@@._V1_UY317_CR18,0,214,317_AL_.jpg"
The Blue Veil,1951,24th Academy Awards,3/20/52,Best Supporting Actress,,Joan Blondell,8/30/06,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMzM0MDEwMl5BMl5BanBnXkFtZTcwNzE1OTQyOA@@._V1_UY317_CR15,0,214,317_AL_.jpg"
Detective Story,1951,24th Academy Awards,3/20/52,Best Supporting Actress,,Lee Grant,10/31/25,26,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NTQxMzI5MF5BMl5BanBnXkFtZTcwNTMzMDU4Mg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
High Noon,1952,25th Academy Awards,3/19/53,Best Actor,X,Gary Cooper,5/7/01,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMjI1MDEyN15BMl5BanBnXkFtZTYwNzkwNjI2._V1_UY317_CR2,0,214,317_AL_.jpg"
Moulin Rouge,1952,25th Academy Awards,3/19/53,Best Actor,,Jose Ferrer,1/8/12,41,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwODAwMzM0M15BMl5BanBnXkFtZTYwNjc1MjI2._V1_UY317_CR16,0,214,317_AL_.jpg"
The Lavender Hill Mob,1952,25th Academy Awards,3/19/53,Best Actor,,Alec Guinness,4/2/14,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMTA5OTI2M15BMl5BanBnXkFtZTYwNjEwNjU2._V1_UY317_CR16,0,214,317_AL_.jpg"
The Bad and the Beautiful,1952,25th Academy Awards,3/19/53,Best Actor,,Kirk Douglas,12/9/16,36,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NDc0MjI5NV5BMl5BanBnXkFtZTYwMDE1MjM2._V1_UY317_CR17,0,214,317_AL_.jpg"
Viva Zapata!,1952,25th Academy Awards,3/19/53,Best Actor,,Marlon Brando,4/3/24,28,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MDYyMDE5OF5BMl5BanBnXkFtZTcwNjgyNTEzNA@@._V1_UY317_CR97,0,214,317_AL_.jpg"
"Come Back, Little Sheba",1952,25th Academy Awards,3/19/53,Best Actress,X,Shirley Booth,8/30/1898,54,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNzgyMjQ3Ml5BMl5BanBnXkFtZTcwNjA5MDMyOA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Sudden Fear,1952,25th Academy Awards,3/19/53,Best Actress,,Joan Crawford,3/23/04,49,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzNzQ5Mjg5MF5BMl5BanBnXkFtZTYwNTg0NDM2._V1_UY317_CR6,0,214,317_AL_.jpg"
The Star,1952,25th Academy Awards,3/19/53,Best Actress,,Bette Davis,4/5/08,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTQ4NTU2OF5BMl5BanBnXkFtZTcwMzI3MjY5Ng@@._V1_UY317_CR24,0,214,317_AL_.jpg"
With a Song in My Heart,1952,25th Academy Awards,3/19/53,Best Actress,,Susan Hayward,6/30/17,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MDAyODAzOF5BMl5BanBnXkFtZTYwNDUzMzQ2._V1_UY317_CR21,0,214,317_AL_.jpg"
The Member of the Wedding,1952,25th Academy Awards,3/19/53,Best Actress,,Julie Harris,12/2/25,27,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODM1MjUwOV5BMl5BanBnXkFtZTcwMDY4NDgwMw@@._V1_UY317_CR11,0,214,317_AL_.jpg"
Viva Zapata!,1952,25th Academy Awards,3/19/53,Best Supporting Actor,X,Anthony Quinn,4/21/15,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTAxMzIxMV5BMl5BanBnXkFtZTYwODc3OTE2._V1_UX214_CR0,0,214,317_AL_.jpg"
The Quiet Man,1952,25th Academy Awards,3/19/53,Best Supporting Actor,,Victor McLaglen,12/10/1886,66,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTYxNTcxNF5BMl5BanBnXkFtZTcwMDg1MTMxOA@@._V1_UY317_CR15,0,214,317_AL_.jpg"
The Big Sky,1952,25th Academy Awards,3/19/53,Best Supporting Actor,,Arthur Hunnicutt,2/17/10,43,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDRkYzAxNjEtOGNjNS00OTg0LWJhYzYtM2RlOThiM2IwOTk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_UY317_CR17,0,214,317_AL_.jpg"
Sudden Fear,1952,25th Academy Awards,3/19/53,Best Supporting Actor,,Jack Palance,2/18/19,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDg1ODA4Ml5BMl5BanBnXkFtZTcwMTUxOTM0MQ@@._V1_UY317_CR1,0,214,317_AL_.jpg"
My Cousin Rachel,1952,25th Academy Awards,3/19/53,Best Supporting Actor,,Richard Burton,11/10/25,27,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzNzE3NzI5N15BMl5BanBnXkFtZTYwNDg5OTI2._V1_UY317_CR20,0,214,317_AL_.jpg"
The Bad and the Beautiful,1952,25th Academy Awards,3/19/53,Best Supporting Actress,X,Gloria Grahame,11/28/23,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNTgyNjMxOF5BMl5BanBnXkFtZTYwNTgwMTM2._V1_UY317_CR21,0,214,317_AL_.jpg"
With a Song in My Heart,1952,25th Academy Awards,3/19/53,Best Supporting Actress,,Thelma Ritter,2/14/02,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTEyNTUxNV5BMl5BanBnXkFtZTcwNzAwNjYwNA@@._V1_UY317_CR18,0,214,317_AL_.jpg"
Singin' in the Rain,1952,25th Academy Awards,3/19/53,Best Supporting Actress,,Jean Hagen,8/3/23,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MjMwMjQxNV5BMl5BanBnXkFtZTcwMjY2MzYwOA@@._V1_UY317_CR16,0,214,317_AL_.jpg"
Moulin Rouge,1952,25th Academy Awards,3/19/53,Best Supporting Actress,,Colette Marchand,4/29/25,27,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MTY3OTIxOV5BMl5BanBnXkFtZTcwNTU0ODI1NA@@._V1_UY317_CR99,0,214,317_AL_.jpg"
"Come Back, Little Sheba",1952,25th Academy Awards,3/19/53,Best Supporting Actress,,Terry Moore,1/7/29,24,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjY5NjU3MTEyMV5BMl5BanBnXkFtZTgwMTY1NzQ2MDE@._V1_UY317_CR24,0,214,317_AL_.jpg"
Stalag 17,1953,26th Academy Awards,3/25/54,Best Actor,X,William Holden,4/17/18,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BODI2NzM4MzA3Nl5BMl5BanBnXkFtZTcwODMxOTkxOA@@._V1_UY317_CR19,0,214,317_AL_.jpg"
From Here to Eternity,1953,26th Academy Awards,3/25/54,Best Actor,,Burt Lancaster,11/2/13,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MjM1MTYyOF5BMl5BanBnXkFtZTYwMjExOTE2._V1_UY317_CR11,0,214,317_AL_.jpg"
From Here to Eternity,1953,26th Academy Awards,3/25/54,Best Actor,,Montgomery Clift,10/17/20,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5OTI1NTEyNl5BMl5BanBnXkFtZTYwODQyNDQ2._V1_UY317_CR24,0,214,317_AL_.jpg"
Julius Caesar,1953,26th Academy Awards,3/25/54,Best Actor,,Marlon Brando,4/3/24,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MDYyMDE5OF5BMl5BanBnXkFtZTcwNjgyNTEzNA@@._V1_UY317_CR97,0,214,317_AL_.jpg"
The Robe,1953,26th Academy Awards,3/25/54,Best Actor,,Richard Burton,11/10/25,28,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzNzE3NzI5N15BMl5BanBnXkFtZTYwNDg5OTI2._V1_UY317_CR20,0,214,317_AL_.jpg"
Roman Holiday,1953,26th Academy Awards,3/25/54,Best Actress,X,Audrey Hepburn,5/4/29,24,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MTY3NTQyMF5BMl5BanBnXkFtZTYwMTk2MzQ2._V1_UX214_CR0,0,214,317_AL_.jpg"
From Here to Eternity,1953,26th Academy Awards,3/25/54,Best Actress,,Deborah Kerr,9/30/21,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNTAzNTA2MV5BMl5BanBnXkFtZTYwMjUzMzQ2._V1_UY317_CR18,0,214,317_AL_.jpg"
Mogambo,1953,26th Academy Awards,3/25/54,Best Actress,,Ava Gardner,12/24/22,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NTMwMzI2Ml5BMl5BanBnXkFtZTYwNzAyOTE2._V1_UY317_CR7,0,214,317_AL_.jpg"
The Moon Is Blue,1953,26th Academy Awards,3/25/54,Best Actress,,Maggie McNamara,6/18/28,25,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0OTAwMzI4NF5BMl5BanBnXkFtZTgwNjM0OTEyMjE@._V1_UY317_CR104,0,214,317_AL_.jpg"
Lili,1953,26th Academy Awards,3/25/54,Best Actress,,Leslie Caron,7/1/31,22,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNjM5MTkyMV5BMl5BanBnXkFtZTYwODIwMDM2._V1_UY317_CR22,0,214,317_AL_.jpg"
From Here to Eternity,1953,26th Academy Awards,3/25/54,Best Supporting Actor,X,Frank Sinatra,12/12/15,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTYzMzM2ODgzM15BMl5BanBnXkFtZTYwOTc5MzM2._V1_UY317_CR0,0,214,317_AL_.jpg"
Roman Holiday,1953,26th Academy Awards,3/25/54,Best Supporting Actor,,Eddie Albert,4/22/06,47,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNjIwNzE0OV5BMl5BanBnXkFtZTYwNzc0MTQ2._V1_UY317_CR19,0,214,317_AL_.jpg"
Stalag 17,1953,26th Academy Awards,3/25/54,Best Supporting Actor,,Robert Strauss,11/8/13,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTUzMzU0Mzg5OV5BMl5BanBnXkFtZTcwNTQwODkxOA@@._V1_UY317_CR9,0,214,317_AL_.jpg"
Shane,1953,26th Academy Awards,3/25/54,Best Supporting Actor,,Jack Palance,2/18/19,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDg1ODA4Ml5BMl5BanBnXkFtZTcwMTUxOTM0MQ@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Shane,1953,26th Academy Awards,3/25/54,Best Supporting Actor,,Brandon De Wilde,4/9/42,11,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NzYyNzI3MF5BMl5BanBnXkFtZTcwNzQ5MTg5Nw@@._V1_UY317_CR12,0,214,317_AL_.jpg"
From Here to Eternity,1953,26th Academy Awards,3/25/54,Best Supporting Actress,X,Donna Reed,1/27/21,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNzA4MDc4NV5BMl5BanBnXkFtZTYwNTU2ODU2._V1_UY317_CR21,0,214,317_AL_.jpg"
Torch Song,1953,26th Academy Awards,3/25/54,Best Supporting Actress,,Marjorie Rambeau,7/15/1889,64,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGY5ZGVlM2ItM2NlZi00NTUwLTk4NDQtOGE2NmUyNGRiM2FiXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UY317_CR24,0,214,317_AL_.jpg"
Pickup on South Street,1953,26th Academy Awards,3/25/54,Best Supporting Actress,,Thelma Ritter,2/14/02,52,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTEyNTUxNV5BMl5BanBnXkFtZTcwNzAwNjYwNA@@._V1_UY317_CR18,0,214,317_AL_.jpg"
Hondo,1953,26th Academy Awards,3/25/54,Best Supporting Actress,,Geraldine Page,11/22/24,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NDA2ODA2M15BMl5BanBnXkFtZTYwNjY1MTM2._V1_UY317_CR3,0,214,317_AL_.jpg"
Mogambo,1953,26th Academy Awards,3/25/54,Best Supporting Actress,,Grace Kelly,11/12/29,24,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNjI4MzY1NF5BMl5BanBnXkFtZTYwMTM4MzQ2._V1_UY317_CR17,0,214,317_AL_.jpg"
On the Waterfront,1954,27th Academy Awards,3/30/55,Best Actor,X,Marlon Brando,4/3/24,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MDYyMDE5OF5BMl5BanBnXkFtZTcwNjgyNTEzNA@@._V1_UY317_CR97,0,214,317_AL_.jpg"
The Caine Mutiny,1954,27th Academy Awards,3/30/55,Best Actor,,Humphrey Bogart,12/25/1899,55,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyOTE3MDM5Ml5BMl5BanBnXkFtZTYwMzA2MTM2._V1_UY317_CR14,0,214,317_AL_.jpg"
The Country Girl,1954,27th Academy Awards,3/30/55,Best Actor,,Bing Crosby,5/3/03,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNTQwOTg0NF5BMl5BanBnXkFtZTcwMzU2ODAyMw@@._V1_UY317_CR5,0,214,317_AL_.jpg"
A Star Is Born,1954,27th Academy Awards,3/30/55,Best Actor,,James Mason,5/15/09,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NDQxOTQzNl5BMl5BanBnXkFtZTYwNDAxMDI2._V1_UY317_CR13,0,214,317_AL_.jpg"
Adventures of Robinson Crusoe,1954,27th Academy Awards,3/30/55,Best Actor,,Dan O'Herlihy,5/1/19,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNjYxOTEzMl5BMl5BanBnXkFtZTcwOTA3NTUwOA@@._V1_UY317_CR22,0,214,317_AL_.jpg"
The Country Girl,1954,27th Academy Awards,3/30/55,Best Actress,X,Grace Kelly,11/12/29,25,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNjI4MzY1NF5BMl5BanBnXkFtZTYwMTM4MzQ2._V1_UY317_CR17,0,214,317_AL_.jpg"
Magnificent Obsession,1954,27th Academy Awards,3/30/55,Best Actress,,Jane Wyman,1/5/17,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDg3NDI3MV5BMl5BanBnXkFtZTYwNTc0NDU2._V1_UY317_CR17,0,214,317_AL_.jpg"
A Star Is Born,1954,27th Academy Awards,3/30/55,Best Actress,,Judy Garland,6/10/22,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMTQ0ODMxNF5BMl5BanBnXkFtZTYwNDY2MjU2._V1_UY317_CR18,0,214,317_AL_.jpg"
Carmen Jones,1954,27th Academy Awards,3/30/55,Best Actress,,Dorothy Dandridge,11/9/22,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDY3NTM3OF5BMl5BanBnXkFtZTYwNzg0MzI2._V1_UY317_CR13,0,214,317_AL_.jpg"
Sabrina,1954,27th Academy Awards,3/30/55,Best Actress,,Audrey Hepburn,5/4/29,25,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MTY3NTQyMF5BMl5BanBnXkFtZTYwMTk2MzQ2._V1_UX214_CR0,0,214,317_AL_.jpg"
The Barefoot Contessa,1954,27th Academy Awards,3/30/55,Best Supporting Actor,X,Edmond O'Brien,9/10/15,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BODI3MjQ0OTMwMl5BMl5BanBnXkFtZTYwNDE4NDky._V1_UY317_CR17,0,214,317_AL_.jpg"
The Caine Mutiny,1954,27th Academy Awards,3/30/55,Best Supporting Actor,,Tom Tully,8/21/08,46,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGFkYTU1OWYtNGQ5My00ZTczLWJhZjgtYjYxYjI5ZWQ4ZGM1XkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_UY317_CR15,0,214,317_AL_.jpg"
On the Waterfront,1954,27th Academy Awards,3/30/55,Best Supporting Actor,,Lee J. Cobb,12/8/11,43,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDc3MTM0MDQyMF5BMl5BanBnXkFtZTYwMTczMTg2._V1_UX214_CR0,0,214,317_AL_.jpg"
On the Waterfront,1954,27th Academy Awards,3/30/55,Best Supporting Actor,,Karl Malden,3/22/12,43,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MjY3Njk5Ml5BMl5BanBnXkFtZTYwNTYwMzI2._V1_UX214_CR0,0,214,317_AL_.jpg"
On the Waterfront,1954,27th Academy Awards,3/30/55,Best Supporting Actor,,Rod Steiger,4/14/25,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NjQ1OTUxNl5BMl5BanBnXkFtZTYwNDA3NjA2._V1_UY317_CR5,0,214,317_AL_.jpg"
On the Waterfront,1954,27th Academy Awards,3/30/55,Best Supporting Actress,X,Eva Marie Saint,7/4/24,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjg4NDU4OTI4NF5BMl5BanBnXkFtZTcwODYxNjk0MQ@@._V1_UY317_CR5,0,214,317_AL_.jpg"
The High and the Mighty,1954,27th Academy Awards,3/30/55,Best Supporting Actress,,Claire Trevor,3/8/10,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzYwMjgwNjM5Ml5BMl5BanBnXkFtZTYwNjMwMTM2._V1_UY317_CR19,0,214,317_AL_.jpg"
The High and the Mighty,1954,27th Academy Awards,3/30/55,Best Supporting Actress,,Jan Sterling,4/3/21,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NTk1MjQ4MV5BMl5BanBnXkFtZTYwODA2NDQ2._V1_UY317_CR15,0,214,317_AL_.jpg"
Broken Lance,1954,27th Academy Awards,3/30/55,Best Supporting Actress,,Katy Jurado,1/16/24,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzQwMDg0OV5BMl5BanBnXkFtZTcwNTg0NDExOA@@._V1_UY317_CR16,0,214,317_AL_.jpg"
Executive Suite,1954,27th Academy Awards,3/30/55,Best Supporting Actress,,Nina Foch,4/20/24,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjAxMTc1NDMzMl5BMl5BanBnXkFtZTcwNTE1NjEwMw@@._V1_UY317_CR0,0,214,317_AL_.jpg"
Marty,1955,28th Academy Awards,3/21/56,Best Actor,X,Ernest Borgnine,1/24/17,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NDE1NjY2OF5BMl5BanBnXkFtZTYwNDE0MzM1._V1_UX214_CR0,0,214,317_AL_.jpg"
Love Me or Leave Me,1955,28th Academy Awards,3/21/56,Best Actor,,James Cagney,7/17/1899,56,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDY5NTgxNV5BMl5BanBnXkFtZTYwNzY4MzQ2._V1_UY317_CR14,0,214,317_AL_.jpg"
Bad Day at Black Rock,1955,28th Academy Awards,3/21/56,Best Actor,,Spencer Tracy,4/5/00,55,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjE5NTc0OV5BMl5BanBnXkFtZTYwNDU5ODI2._V1_UY317_CR4,0,214,317_AL_.jpg"
The Man with the Golden Arm,1955,28th Academy Awards,3/21/56,Best Actor,,Frank Sinatra,12/12/15,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTYzMzM2ODgzM15BMl5BanBnXkFtZTYwOTc5MzM2._V1_UY317_CR0,0,214,317_AL_.jpg"
East of Eden,1955,28th Academy Awards,3/21/56,Best Actor,,James Dean,2/8/31,25,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NTgzMTkzNl5BMl5BanBnXkFtZTYwMTQwNjI2._V1_UX214_CR0,0,214,317_AL_.jpg"
The Rose Tattoo,1955,28th Academy Awards,3/21/56,Best Actress,X,Anna Magnani,3/7/08,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NDcxNTAzMF5BMl5BanBnXkFtZTYwNzE2OTE2._V1_UY317_CR5,0,214,317_AL_.jpg"
Summertime,1955,28th Academy Awards,3/21/56,Best Actress,,Katharine Hepburn,5/12/07,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTk4Mjc0OF5BMl5BanBnXkFtZTYwNzI0NDM2._V1_UY317_CR7,0,214,317_AL_.jpg"
I'll Cry Tomorrow,1955,28th Academy Awards,3/21/56,Best Actress,,Susan Hayward,6/30/17,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MDAyODAzOF5BMl5BanBnXkFtZTYwNDUzMzQ2._V1_UY317_CR21,0,214,317_AL_.jpg"
Love Is a Many-Splendored Thing,1955,28th Academy Awards,3/21/56,Best Actress,,Jennifer Jones,3/2/19,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BODkxMDIxMTg4Ml5BMl5BanBnXkFtZTcwNTY0NjYwMw@@._V1_UY317_CR17,0,214,317_AL_.jpg"
Interrupted Melody,1955,28th Academy Awards,3/21/56,Best Actress,,Eleanor Parker,6/26/22,33,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MTE1MDYxMF5BMl5BanBnXkFtZTcwODU2NTUwOA@@._V1_UY317_CR18,0,214,317_AL_.jpg"
Mister Roberts,1955,28th Academy Awards,3/21/56,Best Supporting Actor,X,Jack Lemmon,2/8/25,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTE3ODE1N15BMl5BanBnXkFtZTYwOTU1MTM2._V1_UY317_CR7,0,214,317_AL_.jpg"
Picnic,1955,28th Academy Awards,3/21/56,Best Supporting Actor,,Arthur O'Connell,3/29/08,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMjk0OTAyNF5BMl5BanBnXkFtZTcwNDgxMjcwOA@@._V1_UY317_CR25,0,214,317_AL_.jpg"
Trial,1955,28th Academy Awards,3/21/56,Best Supporting Actor,,Arthur Kennedy,2/17/14,42,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjNhMzU2OGMtNGQ5NC00MTA2LThmYmQtZGZjYTc3YjUwMzU1XkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_UY317_CR26,0,214,317_AL_.jpg"
Marty,1955,28th Academy Awards,3/21/56,Best Supporting Actor,,Joe Mantell,12/21/15,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNjM2NjcwN15BMl5BanBnXkFtZTcwMDUxMTIyOA@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Rebel Without a Cause,1955,28th Academy Awards,3/21/56,Best Supporting Actor,,Sal Mineo,1/10/39,17,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2Nzc2NTUxOF5BMl5BanBnXkFtZTcwNjU2ODAyMw@@._V1_UY317_CR15,0,214,317_AL_.jpg"
